### ChExMix output
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	CtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	990738.0	291723.0	2.854	0.592
#
#Point	SAMPLE:1_Sig	SAMPLE:1_Ctrl	SAMPLE:1_log2Fold	SAMPLE:1_log2Q
chrec2:1895734	66.1	5.0	2.218	-27.174
chrec2:4525100	137.8	19.6	1.297	-27.150
chrec2:1335479	50.9	2.7	2.737	-27.107
chrec2:1823455	50.7	2.6	2.748	-27.108
chrec2:2145367	94.6	10.8	1.622	-27.023
chrec2:603907	46.9	1.8	3.203	-26.921
chrec2:3533879	53.0	2.9	2.657	-26.897
chrec2:2766059	98.4	11.4	1.602	-26.794
chrec2:1635828	74.9	6.8	1.956	-26.752
chrec2:2385341	72.4	6.7	1.932	-26.669
chrec2:2378225	57.1	3.7	2.433	-26.623
chrec2:2461467	96.1	11.0	1.617	-26.614
chrec2:3058006	48.2	2.4	2.834	-26.588
chrec2:4184888	59.2	4.1	2.324	-26.547
chrec2:409277	42.5	1.6	3.185	-26.527
chrec2:2589824	50.2	2.7	2.714	-26.330
chrec2:1241757	49.9	2.7	2.701	-26.331
chrec2:2229117	49.1	2.8	2.624	-26.332
chrec2:3885811	40.2	1.1	3.640	-26.215
chrec2:1079629	40.0	1.2	3.558	-26.216
chrec2:2515521	39.6	1.3	3.412	-26.217
chrec2:1747900	38.6	0.7	5.270	-26.186
chrec2:4525332	38.3	0.5	5.258	-26.188
chrec2:1018263	38.1	0.0	5.250	-26.189
chrec2:3590048	110.5	14.1	1.456	-26.157
chrec2:2643577	45.5	1.8	3.158	-26.120
chrec2:4233922	44.5	2.0	2.934	-26.122
chrec2:405581	74.0	6.9	1.912	-26.112
chrec2:1639554	90.6	9.9	1.684	-26.105
chrec2:257812	71.6	6.6	1.919	-26.023
chrec2:127712	156.3	25.2	1.120	-26.019
chrec2:3838017	56.0	3.8	2.371	-25.900
chrec2:1519331	67.9	5.9	2.001	-25.882
chrec2:1698780	65.7	5.6	2.048	-25.833
chrec2:3233409	46.7	2.4	2.751	-25.809
chrec2:3366559	42.3	1.6	3.209	-25.710
chrec2:743227	41.6	1.6	3.184	-25.711
chrec2:2287309	77.3	7.6	1.840	-25.692
chrec2:3178371	96.2	11.2	1.583	-25.662
chrec2:3363772	49.0	2.5	2.796	-25.571
chrec2:1146517	70.6	6.5	1.923	-25.369
chrec2:2370400	43.8	1.9	2.987	-25.317
chrec2:4359464	78.4	7.9	1.799	-25.188
chrec2:2694375	77.7	8.0	1.759	-25.189
chrec2:4356993	77.5	8.0	1.763	-25.190
chrec2:4087385	61.1	4.7	2.180	-25.091
chrec2:2113431	61.1	4.8	2.143	-25.093
chrec2:3630854	59.0	4.3	2.274	-25.094
chrec2:4237121	46.3	2.3	2.835	-25.023
chrec2:1358824	98.5	12.0	1.530	-24.924
chrec2:2186720	41.2	1.6	3.142	-24.887
chrec2:2717211	70.3	6.5	1.931	-24.719
chrec2:49793	78.9	8.3	1.742	-24.713
chrec2:4132925	37.8	0.8	5.239	-24.661
chrec2:1741589	37.1	0.3	5.215	-24.663
chrec2:563600	65.8	5.7	2.006	-24.547
chrec2:1325457	38.2	1.2	3.475	-24.536
chrec2:932504	37.8	1.3	3.363	-24.537
chrec2:1941946	52.2	3.4	2.421	-24.523
chrec2:2274006	43.1	2.0	2.896	-24.521
chrec2:99364	80.6	8.4	1.745	-24.257
chrec2:3850312	47.2	2.6	2.670	-24.029
chrec2:820282	46.9	2.8	2.576	-24.030
chrec2:3364795	46.8	2.6	2.682	-24.031
chrec2:185970	49.2	2.9	2.593	-23.882
chrec2:3301162	62.9	5.5	2.012	-23.808
chrec2:2091274	73.8	7.7	1.756	-23.809
chrec2:3522193	57.7	4.3	2.242	-23.686
chrec2:2196055	57.0	4.3	2.221	-23.687
chrec2:3031702	56.9	4.3	2.202	-23.688
chrec2:214196	104.7	14.3	1.365	-23.500
chrec2:2412939	76.6	8.3	1.689	-23.492
chrec2:4197271	317.4	68.9	0.691	-23.300
chrec2:2650975	38.8	1.6	3.103	-23.244
chrec2:3389306	64.1	5.8	1.964	-23.223
chrec2:2929688	72.7	7.6	1.739	-23.188
chrec2:3233144	84.5	10.0	1.562	-23.185
chrec2:1681187	61.5	5.4	1.989	-23.142
chrec2:4606241	60.4	5.0	2.070	-23.074
chrec2:1050243	49.6	3.5	2.331	-23.049
chrec2:4508696	49.6	3.4	2.370	-23.051
chrec2:4404904	187.7	34.5	0.932	-23.023
chrec2:10572	52.1	3.6	2.332	-23.003
chrec2:4062192	56.0	4.3	2.199	-22.995
chrec2:2715387	53.4	4.2	2.162	-22.988
chrec2:2535683	45.3	2.6	2.617	-22.506
chrec2:2034485	87.3	10.7	1.510	-22.439
chrec2:3857702	38.4	1.5	3.168	-22.431
chrec2:3571865	69.7	7.2	1.771	-22.426
chrec2:89358	69.5	7.2	1.753	-22.428
chrec2:2651109	58.6	5.1	2.018	-22.404
chrec2:3968083	47.1	3.1	2.428	-22.395
chrec2:1029285	47.0	2.9	2.515	-22.396
chrec2:3171785	46.9	2.9	2.492	-22.397
chrec2:4629536	89.9	11.5	1.453	-22.304
chrec2:1981503	75.6	8.2	1.696	-22.294
chrec2:3847832	52.8	4.2	2.153	-22.285
chrec2:479731	185.5	34.6	0.911	-22.250
chrec2:3367345	80.4	9.2	1.612	-22.241
chrec2:2082853	39.2	2.1	2.741	-22.134
chrec2:455861	71.5	7.5	1.749	-21.968
chrec2:4260098	125.9	19.6	1.167	-21.893
chrec2:2091882	86.5	10.7	1.508	-21.891
chrec2:3336682	86.4	10.7	1.498	-21.892
chrec2:526482	80.9	9.7	1.553	-21.856
chrec2:1653584	44.9	2.5	2.673	-21.761
chrec2:2586109	44.6	2.6	2.581	-21.762
chrec2:4460437	58.5	5.0	2.041	-21.744
chrec2:1502193	36.0	1.1	3.547	-21.707
chrec2:4383688	35.1	0.9	5.135	-21.708
chrec2:2595417	67.1	6.8	1.800	-21.675
chrec2:3983608	45.3	3.1	2.338	-21.666
chrec2:1903466	53.8	4.3	2.136	-21.624
chrec2:4367278	160.5	28.7	0.970	-21.615
chrec2:3295604	48.4	3.3	2.353	-21.610
chrec2:3594635	47.7	3.3	2.352	-21.612
chrec2:3524428	49.8	3.6	2.265	-21.590
chrec2:574962	49.4	3.8	2.204	-21.591
chrec2:4030493	77.1	9.0	1.590	-21.485
chrec2:87979	39.2	1.8	2.965	-21.354
chrec2:3809975	38.4	2.0	2.762	-21.355
chrec2:526982	38.3	2.1	2.686	-21.357
chrec2:2641574	99.8	13.7	1.355	-21.221
chrec2:1290741	67.3	7.3	1.691	-21.215
chrec2:4277599	474.7	116.0	0.520	-21.120
chrec2:2830960	43.3	2.6	2.527	-21.019
chrec2:4559152	85.8	11.0	1.452	-21.013
chrec2:3929829	52.4	4.5	2.027	-20.946
chrec2:1680081	44.9	2.8	2.467	-20.937
chrec2:954061	76.5	8.8	1.609	-20.909
chrec2:2734927	50.7	4.1	2.118	-20.906
chrec2:3483480	49.2	3.6	2.262	-20.888
chrec2:2101876	35.8	1.6	2.925	-20.837
chrec2:2598014	95.8	13.0	1.367	-20.764
chrec2:4281895	74.1	8.4	1.622	-20.722
chrec2:4611068	1209.7	342.4	0.308	-20.717
chrec2:1610753	37.9	1.9	2.823	-20.575
chrec2:2406449	58.0	5.3	1.951	-20.539
chrec2:2913648	93.3	12.8	1.350	-20.537
chrec2:4270662	40.1	2.3	2.631	-20.395
chrec2:2307196	39.3	2.4	2.505	-20.397
chrec2:4059596	34.5	0.9	5.109	-20.292
chrec2:2855470	34.2	0.8	5.097	-20.293
chrec2:2518450	34.2	1.2	3.294	-20.295
chrec2:3591581	52.3	4.3	2.082	-20.275
chrec2:1273479	51.6	4.4	2.044	-20.276
chrec2:558997	43.7	3.0	2.341	-20.215
chrec2:3184819	43.3	3.1	2.282	-20.216
chrec2:3342094	61.9	6.0	1.861	-20.160
chrec2:3473760	73.5	8.5	1.593	-20.150
chrec2:2070795	78.4	10.1	1.448	-19.832
chrec2:3326839	201.9	40.3	0.810	-19.802
chrec2:4375137	36.9	1.8	2.817	-19.799
chrec2:3679734	36.5	2.0	2.662	-19.801
chrec2:2311976	50.1	4.5	1.952	-19.601
chrec2:4202415	71.7	8.5	1.559	-19.573
chrec2:3097192	49.0	4.2	2.042	-19.536
chrec2:429792	48.9	4.0	2.093	-19.538
chrec2:1943788	48.7	4.0	2.098	-19.539
chrec2:3853609	93.8	13.4	1.291	-19.478
chrec2:4387098	63.0	6.9	1.682	-19.238
chrec2:3057131	68.5	7.7	1.636	-19.186
chrec2:3086806	67.3	8.0	1.555	-19.187
chrec2:2092069	54.3	5.0	1.917	-19.137
chrec2:1911949	70.7	8.6	1.530	-19.004
chrec2:1910288	98.7	14.9	1.214	-18.961
chrec2:2254143	50.1	4.3	2.020	-18.934
chrec2:4343500	33.6	0.5	5.071	-18.907
chrec2:3983442	33.5	1.7	2.767	-18.908
chrec2:490080	33.3	0.0	5.057	-18.909
chrec2:279111	33.0	1.2	3.239	-18.911
chrec2:3093714	38.3	2.2	2.612	-18.890
chrec2:1600081	38.2	2.2	2.595	-18.891
chrec2:4163918	38.0	2.4	2.445	-18.892
chrec2:2186151	37.5	2.3	2.485	-18.893
chrec2:786048	136.3	24.0	0.992	-18.799
chrec2:4255823	42.4	2.9	2.376	-18.777
chrec2:3841480	57.1	5.8	1.788	-18.775
chrec2:1981389	103.0	15.9	1.184	-18.753
chrec2:2232430	33.7	1.5	3.020	-18.452
chrec2:131324	57.8	6.1	1.733	-18.306
chrec2:3835644	49.9	4.2	2.052	-18.276
chrec2:2207737	35.2	1.9	2.737	-18.260
chrec2:1046091	34.9	1.8	2.771	-18.261
chrec2:1163416	62.9	7.3	1.596	-18.235
chrec2:3439820	47.3	4.1	2.021	-18.191
chrec2:3384149	56.0	5.9	1.732	-18.152
chrec2:2310135	37.0	2.3	2.478	-18.145
chrec2:1756872	45.6	3.5	2.182	-18.125
chrec2:898373	39.7	2.5	2.494	-18.083
chrec2:2815532	42.6	3.4	2.147	-18.082
chrec2:3958320	99.4	15.7	1.151	-18.039
chrec2:151039	53.8	5.5	1.770	-18.007
chrec2:1931449	52.2	5.0	1.864	-17.866
chrec2:191800	48.5	4.2	2.005	-17.620
chrec2:500455	32.8	0.9	5.035	-17.564
chrec2:2468478	32.8	0.8	5.035	-17.565
chrec2:3182293	32.7	0.0	5.033	-17.566
chrec2:2997062	32.5	1.7	2.722	-17.567
chrec2:1278010	32.5	1.6	2.870	-17.568
chrec2:2780005	32.3	1.7	2.707	-17.569
chrec2:778127	32.2	0.7	5.009	-17.571
chrec2:2823030	32.0	0.5	5.002	-17.572
chrec2:4604895	34.1	1.9	2.647	-17.505
chrec2:3631718	44.5	3.6	2.100	-17.449
chrec2:3840738	44.0	3.7	2.039	-17.450
chrec2:3090154	35.8	2.4	2.365	-17.409
chrec2:4111784	52.7	5.6	1.726	-17.389
chrec2:1257895	38.6	2.6	2.390	-17.366
chrec2:2043479	39.9	2.9	2.279	-17.364
chrec2:881101	39.7	3.0	2.217	-17.366
chrec2:971075	39.7	3.1	2.186	-17.367
chrec2:2907525	74.2	10.0	1.374	-17.159
chrec2:1507875	55.6	6.2	1.662	-17.109
chrec2:208320	72.3	9.5	1.417	-16.929
chrec2:2454879	43.6	3.6	2.083	-16.774
chrec2:3253675	42.0	3.2	2.218	-16.702
chrec2:1875246	35.8	2.1	2.572	-16.669
chrec2:3360731	37.0	2.5	2.356	-16.644
chrec2:3382022	36.9	2.8	2.208	-16.645
chrec2:3461270	90.6	14.3	1.147	-16.583
chrec2:3215390	55.1	6.2	1.639	-16.509
chrec2:3117991	91.9	14.5	1.153	-16.365
chrec2:1679747	46.3	4.3	1.901	-16.331
chrec2:1811908	32.0	1.7	2.737	-16.262
chrec2:904953	31.4	0.9	4.974	-16.263
chrec2:2996280	31.3	1.5	2.865	-16.264
chrec2:2737181	31.3	0.3	4.966	-16.265
chrec2:3512175	31.2	1.2	3.209	-16.267
chrec2:526145	31.1	1.2	3.128	-16.268
chrec2:256501	66.2	8.5	1.445	-16.257
chrec2:4377451	69.6	9.2	1.407	-16.176
chrec2:2541059	102.6	17.5	1.042	-16.144
chrec2:1064254	56.0	6.5	1.593	-16.116
chrec2:58736	148.8	28.8	0.858	-16.103
chrec2:102753	40.3	3.3	2.106	-16.029
chrec2:1115224	32.4	1.8	2.629	-16.001
chrec2:3529750	66.7	9.1	1.365	-15.949
chrec2:2291940	33.9	2.2	2.414	-15.946
chrec2:2419205	54.0	6.0	1.649	-15.927
chrec2:3199692	69.9	9.7	1.338	-15.888
chrec2:2677168	73.6	10.2	1.333	-15.848
chrec2:3066780	105.8	18.4	1.012	-15.620
chrec2:3246190	70.9	9.9	1.334	-15.607
chrec2:2543247	40.9	3.6	1.996	-15.450
chrec2:2924929	48.2	5.0	1.752	-15.383
chrec2:3961023	47.9	5.1	1.707	-15.384
chrec2:1922675	38.8	3.2	2.071	-15.353
chrec2:2815412	31.0	2.0	2.474	-15.253
chrec2:3350436	45.5	4.9	1.701	-15.220
chrec2:2697244	33.1	2.3	2.361	-15.220
chrec2:713367	97.9	16.6	1.049	-15.208
chrec2:3289160	30.7	0.0	4.940	-15.001
chrec2:2594551	30.6	1.5	2.851	-15.002
chrec2:866809	30.6	1.5	2.835	-15.003
chrec2:931425	30.3	1.7	2.618	-15.004
chrec2:3819702	30.2	0.8	4.917	-15.005
chrec2:4568229	42.1	4.0	1.872	-14.926
chrec2:3128850	41.4	4.1	1.818	-14.928
chrec2:3301221	56.8	7.1	1.485	-14.832
chrec2:4272924	40.5	3.7	1.954	-14.799
chrec2:567655	47.4	5.0	1.724	-14.781
chrec2:778549	37.2	3.5	1.911	-14.688
chrec2:2393481	62.9	8.6	1.352	-14.666
chrec2:1921904	45.4	4.8	1.744	-14.608
chrec2:1397689	36.0	3.0	2.084	-14.599
chrec2:2717326	49.3	5.9	1.556	-14.565
chrec2:4504195	98.6	17.4	0.990	-14.445
chrec2:3189772	144.1	29.3	0.784	-14.223
chrec2:1650154	39.8	3.5	1.977	-14.147
chrec2:2409266	36.6	3.4	1.931	-14.022
chrec2:3250922	36.5	3.5	1.879	-14.023
chrec2:4388431	36.5	3.4	1.931	-14.024
chrec2:2026973	36.2	3.5	1.859	-14.025
chrec2:527521	43.9	4.6	1.742	-13.997
chrec2:4598362	48.6	5.9	1.540	-13.984
chrec2:2697368	48.6	5.9	1.521	-13.985
chrec2:1147669	48.2	5.9	1.519	-13.986
chrec2:4366630	34.7	3.1	1.953	-13.924
chrec2:3927414	34.7	3.1	1.961	-13.925
chrec2:4378985	33.7	2.5	2.241	-13.844
chrec2:923083	30.4	2.4	2.169	-13.795
chrec2:579446	47.5	5.4	1.637	-13.786
chrec2:636875	29.9	0.1	4.900	-13.786
chrec2:1154858	29.8	1.2	3.147	-13.787
chrec2:1594190	29.6	1.3	3.007	-13.788
chrec2:1260126	29.4	1.4	2.848	-13.789
chrec2:2720946	29.4	1.7	2.625	-13.790
chrec2:4473928	39.9	4.2	1.744	-13.668
chrec2:2453066	38.3	3.7	1.844	-13.515
chrec2:785997	58.5	8.3	1.311	-13.393
chrec2:2084320	36.1	3.2	1.974	-13.377
chrec2:838395	34.1	2.8	2.077	-13.257
chrec2:1397806	32.6	2.5	2.186	-13.159
chrec2:3397665	30.5	2.1	2.331	-13.091
chrec2:3561152	29.9	2.4	2.155	-13.092
chrec2:1980112	49.6	6.0	1.539	-13.069
chrec2:3174307	46.6	5.9	1.480	-12.847
chrec2:162070	41.8	4.9	1.587	-12.801
chrec2:2944721	49.6	6.5	1.424	-12.742
chrec2:700774	35.8	3.2	1.991	-12.727
chrec2:4380708	68.0	10.6	1.175	-12.681
chrec2:2524669	56.2	7.7	1.347	-12.636
chrec2:4543595	45.4	5.4	1.558	-12.633
chrec2:2550112	39.6	4.4	1.669	-12.611
chrec2:4607831	28.9	1.0	3.326	-12.605
chrec2:4364997	28.9	1.7	2.569	-12.606
chrec2:624024	28.9	0.2	4.853	-12.607
chrec2:71315	28.5	2.1	2.250	-12.608
chrec2:2627307	28.4	1.1	3.120	-12.609
chrec2:866967	28.2	1.0	4.816	-12.611
chrec2:3923913	32.8	3.1	1.868	-12.602
chrec2:659311	30.7	2.7	1.995	-12.488
chrec2:3631863	43.0	5.0	1.584	-12.428
chrec2:3873495	28.9	2.2	2.186	-12.403
chrec2:4107525	28.4	2.3	2.098	-12.404
chrec2:3987206	53.9	7.5	1.329	-12.403
chrec2:2998695	46.5	5.7	1.511	-12.298
chrec2:665756	36.5	3.6	1.826	-12.260
chrec2:3764642	66.4	10.8	1.107	-12.226
chrec2:3361338	49.0	6.4	1.429	-12.213
chrec2:3975046	46.3	6.2	1.378	-11.976
chrec2:426416	65.4	10.2	1.167	-11.968
chrec2:2816185	32.7	2.9	1.991	-11.949
chrec2:833456	31.9	2.9	1.962	-11.950
chrec2:3328190	42.5	5.0	1.580	-11.857
chrec2:3200525	41.2	5.2	1.469	-11.858
chrec2:3268003	37.7	3.9	1.774	-11.828
chrec2:2503799	30.7	2.5	2.113	-11.823
chrec2:2742257	30.1	2.5	2.065	-11.824
chrec2:1856597	29.7	2.7	1.945	-11.825
chrec2:3763446	35.2	3.6	1.784	-11.643
chrec2:3299794	34.7	3.8	1.659	-11.644
chrec2:4579945	34.3	3.8	1.648	-11.645
chrec2:2749402	104.3	20.9	0.803	-11.551
chrec2:3437201	27.9	1.5	2.719	-11.479
chrec2:117043	27.8	1.8	2.455	-11.480
chrec2:2763974	27.8	1.8	2.472	-11.481
chrec2:4431799	27.5	1.7	2.510	-11.482
chrec2:2859907	27.4	1.1	3.074	-11.483
chrec2:3840034	27.2	1.4	2.757	-11.484
chrec2:3157201	27.1	0.9	4.763	-11.485
chrec2:4300619	27.1	1.7	2.501	-11.486
chrec2:3191668	27.0	0.3	4.756	-11.487
chrec2:1990824	33.1	3.4	1.763	-11.478
chrec2:1064463	32.6	3.5	1.718	-11.479
chrec2:179190	82.6	14.8	0.970	-11.452
chrec2:1796884	37.5	4.5	1.535	-11.446
chrec2:4547552	65.4	10.5	1.120	-11.328
chrec2:2287702	65.1	10.8	1.080	-11.329
chrec2:3874379	30.7	3.0	1.853	-11.319
chrec2:4017417	28.9	2.6	1.965	-11.173
chrec2:3085906	66.6	10.9	1.096	-11.141
chrec2:3041837	65.8	11.0	1.061	-11.142
chrec2:3362778	81.4	14.8	0.947	-11.052
chrec2:237268	27.1	2.1	2.156	-11.051
chrec2:1634203	34.3	3.6	1.730	-11.047
chrec2:2902246	37.7	4.3	1.623	-10.864
chrec2:3003335	37.4	4.3	1.622	-10.865
chrec2:4243899	37.0	4.5	1.534	-10.866
chrec2:3839386	36.7	4.4	1.541	-10.867
chrec2:1484714	32.7	3.2	1.858	-10.861
chrec2:1988943	146.3	33.2	0.627	-10.769
chrec2:251977	30.4	2.9	1.878	-10.684
chrec2:290575	30.3	2.8	1.905	-10.685
chrec2:2940649	29.4	3.0	1.764	-10.686
chrec2:578405	51.7	8.0	1.177	-10.668
chrec2:3367627	34.7	4.0	1.618	-10.657
chrec2:4452335	45.9	6.4	1.330	-10.656
chrec2:2540921	88.3	17.0	0.865	-10.656
chrec2:2341445	61.4	10.4	1.042	-10.631
chrec2:395774	28.4	2.6	1.945	-10.528
chrec2:4596341	37.5	4.8	1.439	-10.527
chrec2:1873849	41.2	5.4	1.410	-10.448
chrec2:644247	27.0	0.1	4.754	-10.408
chrec2:2425252	26.8	1.4	2.766	-10.409
chrec2:1214104	26.8	1.0	3.215	-10.410
chrec2:2764531	26.4	0.0	4.723	-10.411
chrec2:2527320	26.1	0.7	4.708	-10.412
chrec2:2272158	26.1	0.5	4.708	-10.413
chrec2:1999012	67.5	11.7	1.014	-10.379
chrec2:2215546	39.1	5.0	1.454	-10.212
chrec2:52588	41.7	5.8	1.334	-10.165
chrec2:849372	29.2	2.9	1.831	-10.066
chrec2:1549070	29.2	3.0	1.772	-10.067
chrec2:4434489	55.3	8.9	1.127	-10.042
chrec2:2103461	61.9	10.7	1.016	-10.022
chrec2:3712925	40.1	5.6	1.334	-9.918
chrec2:3182574	43.7	6.0	1.356	-9.899
chrec2:4626392	42.6	6.1	1.279	-9.900
chrec2:2543446	27.7	2.5	1.974	-9.893
chrec2:4553949	27.0	2.8	1.761	-9.894
chrec2:3628946	35.3	4.3	1.511	-9.742
chrec2:2708815	97.6	20.0	0.773	-9.689
chrec2:692300	38.2	4.9	1.436	-9.675
chrec2:118680	38.0	4.9	1.434	-9.676
chrec2:3015052	29.9	3.4	1.622	-9.657
chrec2:4608167	40.5	5.9	1.260	-9.651
chrec2:201493	145.1	33.7	0.595	-9.519
chrec2:4034005	33.0	4.2	1.471	-9.513
chrec2:3934133	28.3	3.0	1.707	-9.454
chrec2:2760371	25.8	1.3	2.764	-9.373
chrec2:3342722	25.8	1.9	2.226	-9.374
chrec2:407831	25.7	1.6	2.484	-9.375
chrec2:3870646	25.5	1.6	2.462	-9.376
chrec2:3367118	34.3	4.4	1.450	-9.191
chrec2:3120247	42.1	6.6	1.151	-9.160
chrec2:4353770	29.4	3.4	1.615	-9.063
chrec2:1581059	29.0	3.4	1.582	-9.064
chrec2:3649984	29.0	3.2	1.675	-9.065
chrec2:4197061	160.2	38.6	0.540	-9.027
chrec2:1650838	31.7	4.2	1.408	-8.952
chrec2:3987074	35.3	4.8	1.364	-8.897
chrec2:1625597	37.9	5.3	1.323	-8.885
chrec2:594682	26.4	3.1	1.572	-8.850
chrec2:1217280	48.1	7.8	1.111	-8.804
chrec2:2196200	30.6	3.5	1.607	-8.716
chrec2:1554423	33.4	4.2	1.472	-8.648
chrec2:582832	25.1	2.5	1.807	-8.644
chrec2:2639291	36.4	5.1	1.327	-8.629
chrec2:3753781	40.1	6.2	1.178	-8.411
chrec2:4154849	30.9	4.0	1.422	-8.400
chrec2:3908669	44.2	7.2	1.109	-8.269
chrec2:4584519	62.6	12.1	0.863	-8.228
chrec2:2070604	110.9	25.6	0.604	-8.198
chrec2:2722607	38.0	5.6	1.241	-8.146
chrec2:3528126	37.4	6.0	1.136	-8.147
chrec2:4593734	32.7	4.3	1.416	-8.114
chrec2:4370067	41.8	6.9	1.084	-8.002
chrec2:1748171	513.4	151.0	0.253	-7.913
chrec2:1557449	27.5	3.3	1.543	-7.910
chrec2:2112159	27.2	3.2	1.558	-7.911
chrec2:1793965	27.0	3.2	1.546	-7.911
chrec2:3516273	43.4	7.1	1.099	-7.818
chrec2:4506710	39.7	6.4	1.115	-7.734
chrec2:77374	71.7	14.9	0.758	-7.720
chrec2:2004811	28.4	3.7	1.420	-7.603
chrec2:3436740	31.8	4.2	1.395	-7.591
chrec2:1337027	30.2	4.5	1.218	-7.592
chrec2:1772085	23.3	2.2	1.876	-7.437
chrec2:4452498	65.8	13.4	0.783	-7.416
chrec2:557005	35.2	5.3	1.216	-7.396
chrec2:3815563	31.6	4.8	1.196	-7.348
chrec2:1103591	24.8	2.8	1.621	-7.096
chrec2:4541069	43.6	7.9	0.954	-7.055
chrec2:4263627	66.3	13.9	0.744	-6.971
chrec2:3529401	49.5	9.1	0.929	-6.908
chrec2:3311169	116.4	28.6	0.512	-6.882
chrec2:2072340	24.4	3.5	1.293	-6.799
chrec2:3327995	83.3	19.2	0.605	-6.753
chrec2:1444550	35.2	5.7	1.107	-6.729
chrec2:3145038	80.6	18.4	0.617	-6.589
chrec2:4006252	28.8	4.4	1.194	-6.576
chrec2:2668150	26.8	3.5	1.408	-6.536
chrec2:4285306	43.8	8.2	0.911	-6.505
chrec2:4065762	49.0	9.6	0.835	-6.404
chrec2:3464326	23.8	3.4	1.296	-6.263
chrec2:4056255	31.2	5.1	1.094	-6.173
chrec2:4191951	35.6	6.1	1.039	-6.113
chrec2:3523738	32.7	5.3	1.113	-5.996
chrec2:3839841	54.4	11.3	0.752	-5.897
chrec2:3256782	30.1	5.2	1.034	-5.714
chrec2:2116049	29.6	5.2	0.992	-5.714
chrec2:3636328	21.4	1.3	2.496	-5.701
chrec2:1806849	34.0	6.1	0.956	-5.685
chrec2:3833709	30.6	5.6	0.940	-5.554
chrec2:2014319	34.4	6.6	0.857	-5.546
chrec2:3824331	28.2	4.7	1.068	-5.432
chrec2:150389	46.3	9.5	0.775	-5.311
chrec2:1268744	32.9	6.1	0.929	-5.268
chrec2:274324	25.9	4.5	1.010	-5.145
chrec2:1171990	59.9	13.9	0.599	-5.051
chrec2:3363296	23.6	3.6	1.186	-5.033
chrec2:1923800	35.5	6.7	0.884	-5.023
chrec2:1620770	20.7	0.8	4.368	-4.915
chrec2:813820	167.5	47.1	0.317	-4.844
chrec2:4254148	26.1	4.8	0.942	-4.551
chrec2:3530966	89.2	23.4	0.416	-4.357
chrec2:3634260	33.1	6.8	0.771	-4.267
chrec2:4371575	81.2	21.0	0.436	-4.100
chrec2:2689777	25.9	5.1	0.842	-4.015
chrec2:3049426	34.5	7.4	0.708	-3.752
chrec2:4510893	34.0	7.6	0.641	-3.753
chrec2:4404484	40.3	9.1	0.630	-3.742
chrec2:2910016	23.7	4.7	0.811	-3.730
chrec2:192764	29.4	6.1	0.745	-3.725
chrec2:3459509	218.5	65.6	0.223	-3.666
chrec2:2059708	27.7	6.1	0.667	-3.373
